ID,Name,NetWorth,x,y,z,sector or company,industries,connections,Age,Source_or_company_extended,Philanthropy_Score,Self_Made_Score,Citizenship,Marital_Status,Children,connection_names_matched
125,John Fredriksen,18401772022,-1.1411866,1.4212536,-0.31438297,Shipping,logistics/shipping,59/1186/87/44/654,81,Shipping/ Self Made,,,Cyprus,Widowed,2,Idan Ofer/Panagiotis Tsakos & family/Peter Thiel/Rafaela Aponte-Diamant/Stefano Pessina
126,Prince Alwaleed Bin Talal Alsaud,18316578633,0.5096884,0.25080484,0.93558514,investments,investment/finance,39,71,investments/ Self Made,,,Saudi Arabia,Divorced,2,Ma Huateng
127,Kumar Birla,18060998467,0.6280736,0.3832659,0.3804927,Diversified,Diversified,20,58,Diversified,,,India,Married,3,Mukesh Ambani
128,Stefan Persson,18060998467,-0.09122746,0.944718,0.5048356,H&M,H&M,2248/2113/1440/2224,78,H&M,,,Sweden,Married,3,Charlotte Soderstrom/Karl-Johan Persson/Lottie Tham & family/Tom Persson
129,Andrew Forrest & family,17805418300,1.0268974,-0.41547504,-0.9881555,Mining,mining/materials,1775/95/1609/565/1658/1118,64,Mining/ Self Made,,,Australia,Separated,3,Brett Blundy/Gina Rinehart/Jack Cowin/Joe Lewis/Kie Chie Wong/Patrice Motsepe
130,Michael Platt,17805418300,-0.020166025,0.55342793,1.0134494,Hedge funds,hedge funds/finance,3139/115/452/34/70/120,58,Hedge funds/ Self Made,,,United Kingdom,,,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Marilyn Simons & family/Steve Cohen
131,Prajogo Pangestu,17464644744,2.133623,0.28996658,-0.1813282,Petrochemicals  energy,energy/oil and gas,,82,Petrochemicals/ energy/ Self Made,,,Indonesia,Married,3,
132,Andrey Melnichenko & family,17379451355,0.4160282,0.6029249,-0.03353932,Fertilizers  coal,mining/materials,506/1737/2648/3219/3359,54,Fertilizers/ coal/ Self Made,,,Russia,Married,2,Oleg Deripaska/Alexander Skorobogatko/Arsen Kanokov/Tatiana Volodina/Yuri Shefler
133,Nancy Walton Laurie,17209064577,-0.8533154,1.1004461,-0.70169556,Walmart,retail/logistics,9/37/8/121,75,Walmart,1,1,United States,Married,1,Jim Walton & family/Lukas Walton/Rob Walton & family/Stanley Kroenke
134,Harold Hamm & family,17123871188,-0.85856605,0.3356533,-0.2366705,Oil & gas,energy/oil and gas,1786/2039/71/373,80,Oil & gas/ Self Made,2,10,United States,Divorced,5,Dan Wilks/Farris Wilks/Lyndal Stephens Greth & family/Terrence Pegula
135,Eric Li,17123871188,1.1058992,1.5012412,-0.8306611,Automobiles,automotive,719/757/274/369,62,Automobiles/ Self Made,,,China,Married,2,Carl Douglas/Eric Douglas/Ernesto Bertarelli/Fredrik Lundberg
136,Kwong Siu-hing,17123871188,1.4562173,0.2638982,-0.20165187,Real estate,real estate,,96,Real estate,,,Hong Kong,Widowed,3,
137,Renata Kellnerova & family,17038677799,-1.050605,0.7928548,0.8205012,Finance  telecommunications,telecom/finance,396,58,Finance/ telecommunications,,,Czech Republic,Widowed,4,Pavel Tykac
138,Jorge Paulo Lemann & family,16697904243,0.16058822,1.1267596,0.7462141,Beer,Beer,630/389/1475,86,Beer/ Self Made,,,Brazil,Married,5,Carlos Alberto Sicupira & family/William Ackman/Marcel Herrmann Telles & family
139,Zhong Huijuan,16612710854,0.48801503,0.4131664,-0.5269066,Pharmaceuticals,healthcare/pharmaceuticals,514/1843/253,65,Pharmaceuticals/ Self Made,,,China,Married,1,Cen Junda/Dong Wei/Sun Piaoyang
140,Philip Anschutz,16527517465,-1.0793612,1.2824101,-0.4501217,Energy  sports  entertainment,ai/software/energy/oil and gas/logistics/shipping/media/entertainment/sports,121,86,Energy/ sports/ entertainment,3,5,United States,Married,3,Stanley Kroenke
141,Qin Yinglin,16527517465,1.153687,0.3593136,-0.10620555,Pig breeding,Pig breeding,2884/3011,61,Pig breeding/ Self Made,,,China,Married,1,He Zuxun/Qian Ying
142,Jerry Jones & family,16442324076,-1.366377,0.50859046,-0.52470165,Dallas Cowboys,sports/entertainment,2392/2391/2393/214/373,83,Dallas Cowboys/ Self Made,1,8,United States,Married,3,Hal Steinbrenner/Jennifer Steinbrenner Swindal/Jessica Steinbrenner/Robert Kraft/Terrence Pegula
143,Lu Xiangyang,16357130687,1.3086561,1.096696,-1.1189907,Automobiles  batteries,automotive/batteries/energy storage,111/942,63,Automobiles/ batteries/ Self Made,,,China,Married,,Wang Chuanfu/Xia Zuoquan
144,Donald Bren,16357130687,-0.69574594,1.0342177,-0.8242202,Real estate,real estate,114/1111/1966/1266,94,Real estate/ Self Made,3,8,United States,Married,7,Harry Triguboff/Kwek Leng Beng/Manuel Villar/Waleed Mohammad Al Zaabi
145,Dhanin Chearavanont,16357130687,0.65602326,0.39990044,-0.4327216,Diversified,Diversified,580/569,87,Diversified,,,Thailand,Widowed,5,Jaran Chiaravanont/Sumet Jiaravanon
146,Jason Chang,16271937298,0.8311352,0.6255393,-0.8602568,Semiconductors,semiconductors/hardware,184/50/1293,82,Semiconductors/ Self Made,,,Singapore,Married,3,Barry Lam/Henry Samueli/Richard Chang
147,Pei Zhenhua,16271937298,0.4881361,0.3798443,-0.11671816,Batteries,batteries/energy storage,,,,,,,,,
148,Brett Adcock,16271937298,-0.4303173,0.4630781,-0.65450424,Robots,Robots,1088,40,Robots/ Self Made,,,United States,Married,2,Marc Lore
149,Torstein Hagen,16186743909,-0.15019065,0.7202712,0.5580543,Cruises,Cruises,2042,83,Cruises/ Self Made,,,Norway,Divorced,2,Manfredi Lefebvre d'Ovidio & family
150,Nik Storonsky,16016357131,0.67584795,0.4193134,0.45390657,Fintech,Fintech,3348/3347/1770/1925,41,Fintech/ Self Made,,,United Kingdom,Married,4,Harshil Mathur/Shashank Kumar/Song Chi-hyung/Vlad Yatsenko
151,Alejandro Baillères Gual & family,15845970353,-0.64289176,0.4679529,-0.29404718,Diversified,Diversified,36/20,65,Diversified,,,Mexico,,,Li Ka-shing/Mukesh Ambani
152,Yuan Fugen & family,15845970353,0.8878125,0.38124645,-0.2507609,Metal processing,social media/advertising/ai,,75,Metal processing/ Self Made,,,China,,2,
153,James Ratcliffe,15675583575,-0.6980668,0.5759374,-0.08234151,Chemicals,Chemicals,674/123/678/1881/2735,73,Chemicals/ Self Made,,,United Kingdom,Married,,Andrew Currie/Chen Jianhua/John Reece/Lee Dong-chae/Soegiarto Adikoesoemo
154,Georg Schaeffler,15505196797,0.3257662,0.4374332,0.4673423,Auto parts,Auto parts,2104/879/198/599/320,61,Auto parts,,,Germany,Divorced,4,Joseph 'Pitt' Reeves Hyde III/Maria-Elisabeth Schaeffler-Thumann/Shahid Khan/Vivek Chaand Sehgal/Wu Jianshu
155,Ludwig Merckle,15334810019,0.13120633,0.7355089,0.36024034,Pharmaceuticals,healthcare/pharmaceuticals,1128/94/455/139,61,Pharmaceuticals,,,Germany,Married,2,Dennis Bastas/Dilip Shanghvi/Pankaj Patel/Zhong Huijuan
156,Edwin Chen,15334810019,-1.088191,1.1967573,0.90359604,Artificial intelligence,semiconductors/ai/software,1340/554/555/557/553/2730/559/558,38,Artificial intelligence/ Self Made,1,9,United States,,,Alexandr Wang/Christopher Olah/Daniela Amodei/Jack Clark/Jared Kaplan/Lucy Guo/Sam McCandlish/Tom Brown
157,Eric Smidt,15249616630,-1.1667969,0.54707325,0.80404484,Hardware stores,retail,,66,Hardware stores/ Self Made,1,10,United States,Married,,
158,Adam Foroughi,15079229852,-0.65279704,0.62708116,-0.77824223,advertising technology,advertising technology,693/1127/575/1471/400,46,advertising technology/ Self Made,1,8,United States,Married,,Andrew Karam/Eduardo Vivas/Hao Tang/John Krystynak/Ling Tang
159,Karl Albrecht Jr. & family,14994036463,-0.10109277,1.0356327,1.4497447,Supermarkets,retail,160/293/2003/1380,78,Supermarkets,,,Germany,,,Beate Heister/Charles Butt/Djoko Susanto/Lin Ming-hsiung
160,Beate Heister,14994036463,0.14282149,0.96701396,1.5021814,Supermarkets,retail,293/2003/667/159/1380/663,75,Supermarkets,,,Germany,,,Charles Butt/Djoko Susanto/Doug Meijer & family/Karl Albrecht Jr. & family/Lin Ming-hsiung/Mark Meijer & family
161,Charles Ergen,14908843074,-1.5286934,0.98030305,-0.07171735,Satellite TV,media/entertainment,326/515/1286,73,Satellite TV/ Self Made,1,8,United States,Married,5,Jimmy Haslam/Min Kao & family/Warren Stephens
162,John Collison,14908843074,-0.45626014,0.73757386,-0.2669692,Payment software,software/cloud,2788/67/1858/163/13,35,Payment software/ Self Made,,,Ireland,Single,,Andrei Kosogov/Eduardo Saverin/Evan Spiegel/Patrick Collison/Steve Ballmer
163,Patrick Collison,14908843074,-0.4818229,0.6465076,-0.35822225,Payment software,software/cloud,25/1185/162/1577,37,Payment software/ Self Made,,,Ireland,Married,,Charles Koch & family/Hemant Taneja/John Collison/Lisa Su
164,Nathan Kirsh,14738456296,-0.5047954,0.4022839,-0.2113978,Retail  real estate,ai/software/retail/real estate,210/1257/1635/571/364/403,94,Retail/ real estate/ Self Made,,,Eswatini (Swaziland),Married,3,Ivan Glasenberg/Koos Bekker/Maren Otto/Michael Otto/Patrick Soon-Shiong/Odd Reitan & family
165,Stephen Ross,14482876129,-1.343128,0.27462927,0.6493055,Real estate,real estate,114/1111/1966,86,Real estate/ Self Made,2,8,United States,Married,4,Harry Triguboff/Kwek Leng Beng/Manuel Villar
166,Jan Koum,14397682740,-1.1485292,1.0491227,-1.1264415,WhatsApp,messaging/social media/software/enterprise software,1198/67/5/87,50,WhatsApp/ Self Made,2,10,United States,Single,,Brian Acton/Eduardo Saverin/Mark Zuckerberg/Peter Thiel
167,Arthur Dantchik,14397682740,-0.7356272,0.4202592,0.056416035,Trading  investments,investment/finance,28/730/1424,68,Trading/ investments/ Self Made,2,8,United States,Single,,Jeff Yass/Thomas Secunda/Joel Greenberg
168,Anders Holch Povlsen,14312489351,-0.051490307,0.92795813,0.56334215,Fashion retail,ai/software/retail/luxury/fashion,2113/3400/3185,53,Fashion retail,,,Denmark,Married,4,Karl-Johan Persson/Marc Samwer/Oliver Samwer
169,Radhakishan Damani,14227295962,0.7429683,0.03505747,-0.022348449,Retail  investments,ai/software/retail/investment/finance,910/169/768,71,Retail/ investments/ Self Made,,,India,Married,3,Baba Kalyani/Radhakishan Damani/Shapoor Mistry
170,Wang Laisheng,14142102573,1.632446,1.3296211,-0.15988827,Electronics components,Electronics components,1806/1652/177/720,61,Electronics components/ Self Made,,,Hong Kong,,1,Chen Qixing/Robert G. Miller/Wang Laichun/Zhang Wanzhen
171,Enrique Razon Jr.,14142102573,1.8768446,0.89851415,-0.7311731,Ports,logistics/shipping,,66,Ports,,,Philippines,Married,2,
172,Sarath Ratanavadi,14142102573,1.7643709,0.06688142,-0.05668442,Energy,energy/oil and gas,1290/1230/1097/829/2299,60,Energy/ Self Made,,,Thailand,Married,,Ma Yunsheng/Mário Araripe/Ronald McAulay/Saban Cemil Kazanci/Timothy Dunn & family
173,Theo Albrecht Jr & family,14056909184,-0.07961349,0.71147805,1.0658913,Aldi  Trader Joe's,retail/supermarkets,159,75,Aldi/ Trader Joe's,,,Germany,,1,Karl Albrecht Jr. & family
174,Wang Wei,14056909184,0.90253365,0.41052103,-0.44512254,Package delivery,Package delivery,3307/1585/3107/724,55,Package delivery/ Self Made,,,China,,,Eiichi Kuriwada/Huijiao Yu/Jet Jie Li/Lai Meisong
175,Low Tuck Kwong,13971715795,0.8694556,-0.19081126,-0.037550986,Coal,mining/materials,1431,78,Coal/ Self Made,,,Indonesia,Married,2,Dewi Kam
176,Mikhail Fridman,13971715795,0.5477521,0.65458363,0.4127232,Oil  banking  telecom,telecom/finance/energy/oil and gas,432/2788/314/3365/838,62,Oil/ banking/ telecom/ Self Made,,,Russia,Divorced,5,Alexei Kuzmichev/Andrei Kosogov/German Khan/Murat Vargi/Pyotr Aven
177,Wang Laichun,13886522406,1.7183473,0.33019888,-1.0861032,Electronics components,Electronics components,1806/1652/170/720,58,Electronics components/ Self Made,,,Hong Kong,Married,,Chen Qixing/Robert G. Miller/Wang Laisheng/Zhang Wanzhen
178,R. Budi Hartono,13886522406,0.8747613,-0.19005299,-0.14535393,Banking  tobacco,finance,285/2473,86,Banking/ tobacco,,,Indonesia,Married,3,Anthoni Salim/Min-Liang Tan
179,Peter Mallouk,13716135628,-0.95351684,0.70371157,-0.18111964,Wealth planning,Wealth planning,,,,,,,,,
180,Abdulsamad Rabiu,13630942239,0.33794832,0.27371216,1.6538416,Cement  sugar,construction/materials,72,65,Cement/ sugar,,,Nigeria,Married,,Aliko Dangote
181,Edward Johnson IV,13545748850,-0.9579986,0.66212994,0.2329903,Fidelity,finance/asset management,47/1637/211,61,Fidelity,2,2,United States,,,Abigail Johnson/Cheng Yixiao/Elizabeth Johnson
182,John Menard Jr,13545748850,-0.84353876,0.63704395,0.00091606565,Home improvement stores,retail,,86,Home improvement stores/ Self Made,1,9,United States,Married,6,
183,George Kaiser,13545748850,-0.7169806,0.5839067,0.08528755,Oil & gas  banking,finance/energy/oil and gas,67/13/967,83,Oil & gas/ banking,4,5,United States,Married,3,Eduardo Saverin/Steve Ballmer/Lynn Schusterman & family
184,Barry Lam,13460555461,1.6258179,0.28886926,-1.2007322,Electronics,Electronics,194/1156/225/187,77,Electronics/ Self Made,,,Taiwan,Married,2,Bruce Cheng/C.C. Leung/Pierre Chen/Terry Gou
185,Johann Rupert & family,13375362072,0.3085342,-0.33005577,0.6430985,Luxury goods,social media/luxury/fashion/retail,91/1073/2265/1070,75,Luxury goods,,,South Africa,Married,3,François Pinault & family/Miuccia Prada/Pantaleo Dell'Orco/Patrizio Bertelli
186,Peter Woo,13204975294,1.3939102,0.2134799,-0.3908743,Real estate,real estate,940/629,79,Real estate,,,Hong Kong,Married,3,Cai Kui/Wu Yajun
187,Terry Gou,13204975294,1.9587735,0.45876867,-0.50625575,Electronics,Electronics,184/194/1156/1512/225,75,Electronics/ Self Made,,,Taiwan,Widowed/ Remarried,5,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Pierre Chen
188,Wang Liping & family,13204975294,0.4995357,0.48524514,-0.15030669,Hydraulic machinery,Hydraulic machinery,,60,Hydraulic machinery/ Self Made,,,China,Married,,
189,Jack Dangermond,13204975294,-1.5936284,0.65457,-0.9167305,Mapping software,software/cloud,67/13,80,Mapping software/ Self Made,2,8,United States,Married,,Eduardo Saverin/Steve Ballmer
190,Charlene de Carvalho-Heineken & family,13119781905,-0.3497461,0.61249506,0.13516825,Heineken,beverages/alcohol,18,71,Heineken,,,Netherlands,Married,5,Bill Gates
191,Friedhelm Loh,13119781905,-0.31645384,1.6806045,1.4026083,Manufacturing,Manufacturing,312/1890/920/533/2015/302,79,Manufacturing,,,Germany,Married,3,Anthony Pratt/Fiona Geminder/Haryanto Tjiptodihardjo/Horst Julius Pudwill/Yeh Kuo-I/Zhou Chaonan
192,Ray Dalio,13119781905,-1.0620949,0.51739776,-0.060560495,Hedge funds,hedge funds/finance,3139/115/452/34/120/70,76,Hedge funds/ Self Made,3,8,United States,Married,4,Anne Dinning/David Tepper/John Overdeck/Ken Griffin/Steve Cohen/Marilyn Simons & family
193,Hussain Sajwani,13034588516,0.7234776,0.72708833,1.0827485,Real estate,real estate,114/1111/1966,73,Real estate/ Self Made,,,United Arab Emirates,Married,4,Harry Triguboff/Kwek Leng Beng/Manuel Villar
194,Bruce Cheng,13034588516,1.6368245,0.26073772,-1.2079315,Electronics,Electronics,184/1156/1512/225/187,89,Electronics/ Self Made,,,Taiwan,Married,2,Barry Lam/C.C. Leung/Koo Bon-neung/Pierre Chen/Terry Gou
195,James Dyson,12949395127,0.72725123,0.13651982,-0.10433684,Vacuums,Vacuums,,79,Vacuums/ Self Made,,,United Kingdom,Married,3,
196,Li Shuirong & family,12864201738,1.6335919,1.0525155,-0.6926062,Petrochemicals,energy/oil and gas,2445/739/408/2841,69,Petrochemicals/ Self Made,,,China,Married,1,Aloke Lohia/Lin Shu-hong/Sri Prakash Lohia/Xu Yuejuan
197,Zhou Qunfei & family,12864201738,1.2126596,0.12649283,-0.10394606,Smartphone screens,Smartphone screens,1041,,Smartphone screens/ Self Made,,,Hong Kong,Married,,Lam Wai-ying
198,Shahid Khan,12864201738,-0.9947506,0.57535267,0.14210856,Sports teams  auto parts,logistics/shipping/sports/entertainment,4/2203/3396/3052,75,Sports teams/ auto parts/ Self Made,1,10,United States,Married,2,Larry Ellison/Marc Andreessen/Robert Johnson/Sheila Johnson
199,Vinod Khosla,12693814960,-2.0843735,0.84573936,-0.44860148,Sun Microsystems  venture capital,investment/finance,1513,71,Sun Microsystems/ venture capital/ Self Made,2,8,United States,Married,4,Jay-Z
200,Zou Zhinong & family,12693814960,0.92014796,0.37761182,-0.78616256,Telecom equipment,telecom,,58,Telecom equipment/ Self Made,,,China,Married,,
201,Jaime Gilinski Bacal,12608621571,-0.9028797,-0.118353084,0.015447989,Banking,finance,1067/339,68,Banking,,,Colombia,Married,4,John Paulson/Luis Carlos Sarmiento
202,Xavier Niel & family,12608621571,-0.53540754,1.4560572,1.412861,Internet  telecom,telecom,,58,Internet/ telecom/ Self Made,,,France,Single,3,
203,Brad Jacobs,12523428182,-1.2875662,1.45052,0.93278575,Logistics,logistics/shipping,1865/2325/2647/2122,69,Logistics/ Self Made,,8,United States,Married,4,Jim Thompson & family/Chow Shing Yuk/Eric Hémar/Zhang Xiaojuan
204,Ann Walton Kroenke,12523428182,-1.3224782,0.7671103,-0.14867939,Walmart,retail/logistics,9/37/8/121,77,Walmart,1,1,United States,Married,2,Jim Walton & family/Lukas Walton/Rob Walton & family/Stanley Kroenke
205,Laurene Powell Jobs,12523428182,-0.6951115,0.7299704,-0.7490443,Apple  Disney,consumer electronics/software,116/1451/1783,62,Apple/ Disney,3,2,United States,Widowed,3,Rupert Murdoch & family/Safra Catz/Sheryl Sandberg
206,Zhang Zhidong,12353041404,1.7579929,1.3573911,-0.32792348,Online games,Online games,39/1391/1242/499,54,Online games/ Self Made,,,China,,,Ma Huateng/Martin Lau/Neil Shen/Wang Xing
207,Donald Newhouse,12353041404,-0.52173007,0.27507412,0.40335244,Media,media/entertainment,381/294/1261,96,Media,2,5,United States,Widowed,3,David Geffen/John Malone/Oprah Winfrey
208,Alisher Usmanov,12182654626,0.86243165,1.1708921,0.8943566,Steel  telecom  investments,telecom/investment/finance/mining/materials,578/1601/103/1602/328,72,Steel/ telecom/ investments/ Self Made,,,Russia,Divorced,,Andrei Skoch & family/Hong Feng/Lei Jun/Li Wanqiang/Lin Bin
209,Joseph Lau,12182654626,1.12614,0.69845974,-0.50147915,Real estate,real estate,114/1111/1966,74,Real estate/ Self Made,,,Hong Kong,Married,6,Harry Triguboff/Kwek Leng Beng/Manuel Villar
210,Ivan Glasenberg,12097461237,1.0533894,-0.9178794,-0.46345836,Mining,mining/materials,950/791/1020/1423,69,Mining/ Self Made,,,Switzerland,Married,2,Aristotelis Mistakidis/Bulat Utemuratov/Daniel Mate/Tor Peterson
211,Elizabeth Johnson,11927074459,-0.8937991,0.63170767,0.505787,Fidelity,finance/asset management,47,63,Fidelity,2,1,United States,,,Abigail Johnson
212,Robert Kuok,11927074459,1.1041638,0.40010315,-0.9142201,Palm oil  shipping  property,real estate/energy/oil and gas/logistics/shipping,1014/1201,102,Palm oil/ shipping/ property/ Self Made,,,Malaysia,Married,8,Kuok Khoon Hong/Martua Sitorus
213,Antonia Ax:son Johnson & family,11841881070,0.37318665,0.4957671,0.5897413,Diversified,Diversified,,,,,,,,,
214,Robert Kraft,11756687681,-1.5282992,1.4660404,0.39677602,Manufacturing  New England Patriots,sports/entertainment,331/1087/142,84,Manufacturing/ New England Patriots/ Self Made,3,8,United States,Widowed/ Remarried,4,Arthur Blank/Edward DeBartolo Jr/Jerry Jones & family
215,Igor Bukhman,11586300903,-1.4562118,1.4307878,0.8809773,Online games,Online games,216/798/39/53/1335,44,Online games/ Self Made,,,Israel,Married,4,Dmitri Bukhman/Ivan Tavrin/Ma Huateng/William Ding/Kwon Hyuk-bin
216,Dmitri Bukhman,11586300903,-1.6826742,1.2173681,0.71714497,Online games,Online games,215/798/39/53/1335,40,Online games/ Self Made,,,Israel,Married,4,Igor Bukhman/Ivan Tavrin/Ma Huateng/William Ding/Kwon Hyuk-bin
217,Leon Black,11501107514,-1.3944228,1.5458113,-0.053323627,Private equity,investment/finance,290/303,74,Private equity/ Self Made,2,8,United States,Married,4,Antony Ressler/Josh Harris
218,James Goodnight,11501107514,-1.2821896,1.4537445,0.14357916,Software,software/cloud,620/470/509/2851,83,Software/ Self Made,1,8,United States,Married,3,John Sall/Mike Cannon-Brookes/Scott Farquhar/Tope Awotona
219,Ralph Lauren & Family,11501107514,-0.93400407,0.5553119,0.33260965,Apparel,luxury/fashion/retail,740/1374/3409,86,Apparel/ Self Made,1,9,United States,Married,3,Gao Dekang & family/Harish Ahuja/Kim Chang-soo
220,Cai Huabo,11501107514,1.2239151,1.0940254,-1.1792157,Electronics,Electronics,184/194/1156/1512/225/187,50,Electronics/ Self Made,,,China,,,Barry Lam/Bruce Cheng/C.C. Leung/Koo Bon-neung/Pierre Chen/Terry Gou
221,Simon Reuben,11501107514,0.23506604,1.1251695,0.8455187,Real estate  investments,investment/finance/real estate,369/1227/1369/394/1450,85,Real estate/ investments/ Self Made,,,United Kingdom,Married,1,Fredrik Lundberg/Georg von Opel/George Argyros & family/Jeff Greene/Nicolas Berggruen
